buy/sell,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
110,317.5499859,317.5499859,317.5499859,317.5499859,317.5499859,317.5499859,317.5499859,310.5662714,307.2250553,307.0782997,304.6783818,302.9670625,302.316153,301.1339754,299.7430972,298.1309663,297.5667562,295.491323,295.6696763,294.3307951,291.2534469,291.5355037,290.8207025,289.8384441,290.3545796,290.2926389,332.3482396,294.4902436,295.9720525,297.5346834,309.5014185,303.068049,308.6202398,311.4299399,313.957185,318.9948034,334.7004254,323.9551431,327.9119614,333.2499539,327.0457294,326.6881167,326.4563793,316.9696376,255.1377104,255.9589091,254.9906385,258.390839,259.2528526,276.6876474,252.6125673,263.0949788,268.0137458,271.9113507,267.0358506,271.9205044,258.9151255,242.1717477,249.9487257,305.4455203,308.6073234,324.219853,344.0723437,364.1889588,329.6156002,327.9866318,282.5403608,295.1252547,311.0992405,301.134962,288.655932,350.1424187,382.3538309,379.203398,366.7139221,319.9275439,368.3883399,351.4992985,323.8407568,330.2538498,304.9912213,338.7688587,385.7946317,375.4042137,311.1780528,327.7073837,259.044882,305.3740623,288.7051084,249.9253115,315.7897261,311.4827048,287.0843409,219.2516659,237.1855736,209.4148739,224.9454768,260.4247254,199.5688467,196.4768821
111,310.268501,310.268501,310.268501,310.268501,310.268501,310.268501,310.268501,302.760133,298.9280384,298.4888467,297.66204,295.7957874,293.2393515,291.8443785,289.3481972,288.0963939,289.2313946,285.7363461,287.2496051,283.5854838,284.1725411,283.9579644,282.1341827,282.8781136,283.0541757,282.8027664,334.2897443,285.0867165,285.3737098,303.3391968,307.9204085,297.5787493,302.2188203,300.7940412,327.9929055,304.1392759,337.4445703,324.2076716,334.8155399,323.335295,330.438767,336.5991033,266.1943364,251.6526908,246.8517729,248.1988855,252.5878634,256.6545801,255.4462694,257.7992455,263.759441,278.9257454,292.4612501,288.765878,285.098357,260.2288065,257.8550516,266.6939466,257.996883,287.2957425,315.7509967,323.2360895,327.735748,336.3480287,342.443662,354.4508684,336.4861429,309.765716,311.3672646,299.0656179,277.8053883,330.018561,320.333862,352.8711356,358.377954,318.6311175,385.7704602,372.5271504,389.0238089,354.4260206,355.2128297,348.7279399,374.4909843,310.7807404,355.4780182,304.6476423,303.8911401,333.5206662,301.8798341,251.2395942,300.9487342,404.3194339,354.8155737,254.9452179,251.8946943,232.4768644,239.2859403,222.0963164,195.0562995,200.7597011
112,309.8570707,309.8570707,309.8570707,309.8570707,309.8570707,309.8570707,309.8570707,300.2490393,297.7766014,296.785967,294.7790821,293.4717545,290.0797605,290.8937685,288.0834205,287.4331786,288.2531157,285.143949,285.2497822,282.7402983,282.5143897,282.1804434,280.5924184,280.5654769,281.2279336,281.7617924,337.9150863,285.5994975,295.2441181,304.8460898,300.0189475,302.9422873,299.1609703,311.4745076,308.1310871,297.8996305,325.7155417,323.5938471,325.7123196,327.5625593,324.8384856,329.3483135,260.5981919,251.6775969,251.8196315,252.2995993,247.3586334,254.1419064,256.6801871,256.5023321,263.4817387,272.5047177,289.6389236,275.9159238,295.722199,303.0004844,268.9614931,268.2780828,256.24297,287.9923032,274.8595059,320.6885107,325.3395074,367.7164517,366.9466388,378.2754157,360.3239102,322.9839525,353.9920701,368.7701106,330.3144586,315.8817221,305.9562938,347.7017108,334.4939123,350.6677461,333.1983618,386.4349473,346.680251,317.6328092,351.2085137,298.8745541,380.0670062,308.6136214,333.8373946,355.5826999,368.5388258,293.9345475,349.9315053,290.0624152,327.6373288,374.1471971,422.481599,321.7888553,342.3792667,301.5696626,294.175788,245.2235309,237.2060962,192.8507316
113,308.7640253,308.7640253,308.7640253,308.7640253,308.7640253,308.7640253,300.8328605,298.5593193,296.2873141,293.4714992,293.2429482,291.2248029,288.7649209,287.9665103,286.1406487,285.4717823,283.5065146,282.7451999,283.445506,281.1014915,280.1743178,278.4009995,277.7189295,278.3443406,337.6583489,336.024382,273.1478672,279.6143114,293.8109296,303.9222147,292.3774674,307.3822523,307.541176,307.1734204,308.0626173,341.9799864,325.9001496,333.135252,336.0788348,329.9548911,339.5586043,313.5280818,250.7999703,251.9431272,252.0020585,250.5857532,252.6595095,253.2135285,253.7538572,250.8128667,254.6451138,274.9120576,276.2268263,271.7427915,264.7659495,270.4541393,263.7419348,248.3516871,258.3079555,273.4895234,290.2964015,317.6217874,323.292903,363.3039454,352.7214132,323.9441727,316.6026015,310.1125025,320.7376556,338.2039805,300.4432496,303.290765,329.591295,373.8069255,357.8816687,328.4084651,371.6473233,346.570282,356.5441398,323.1891973,383.9709611,289.5712238,282.7548622,337.506953,294.1379787,356.8984794,363.8999737,290.3413863,331.4489155,278.2749803,309.0929422,330.228013,347.5763243,334.0776983,309.0992807,267.426531,294.0995143,236.5525989,210.7742028,165.9677469
114,308.6915744,308.6915744,308.6915744,308.6915744,308.6915744,308.6915744,300.2884349,297.8569166,295.1720816,293.0377745,289.7499649,289.5876015,287.6879183,287.5427782,285.3086775,284.865341,282.246934,281.9116481,282.410278,279.3995402,278.7880541,276.7864866,276.9821921,276.7428539,332.4573105,329.5820928,280.1749979,279.2618311,300.3850141,283.7670114,305.9763191,302.2301132,311.9729941,313.0076304,326.861438,331.0502117,309.7834737,338.072952,327.8951842,340.2284539,329.9886243,308.3867609,246.7829077,248.38458,253.7963037,250.4927486,249.0984794,251.1963355,246.7495847,255.5640215,260.6341913,276.9493376,277.9464909,253.9685198,273.8680955,269.0933835,259.1674551,259.4741966,230.3602636,269.287266,309.1969682,298.1745832,331.7239849,339.0700952,348.6023182,344.5263603,327.6745458,318.8863809,300.7925075,267.1130657,273.1562134,284.5134204,314.8597679,325.0017836,331.9665555,324.8497554,336.5057846,331.4568413,362.8391983,338.1144695,305.5677942,280.0361083,403.0058381,368.9047233,343.6944186,342.7195558,378.2010128,319.5532332,305.4429404,273.516519,274.9784903,339.1609756,264.3008223,242.6412149,287.4764926,285.1637836,344.4631103,223.9312826,211.7802266,174.6448208
115,305.8947608,305.8947608,305.8947608,305.8947608,305.8947608,305.8947608,296.0990873,292.7004984,290.4462027,290.6197384,286.9527331,284.8769662,284.5583067,282.0277584,281.6538258,279.4743824,278.6935231,279.383342,274.5313095,275.3592309,273.6758873,273.2920476,273.6477652,274.5357916,331.1832959,331.2938089,268.2395812,292.5477354,293.2614158,302.0790836,300.7082315,305.0283789,298.31263,309.4218986,327.0720643,311.5431302,324.8040775,336.3171178,343.1347399,342.9409527,342.9012602,315.9644449,310.8996448,309.279765,315.1169855,320.6698776,322.6909994,320.4859908,284.9378123,281.8203606,283.9884536,311.1195115,276.4886659,278.5926207,273.2550306,273.1627667,268.4992337,255.6698392,252.3423084,316.6643113,311.498689,352.8462068,369.6444096,318.5399621,335.2632301,339.6709146,333.8738384,334.3220968,331.313302,339.1432923,339.4037869,344.788538,349.3808868,434.962085,370.6319532,365.3538462,399.6664822,396.5197413,444.821918,386.890303,374.9196285,341.8894252,372.1533091,344.4158404,356.9641179,301.6296336,290.2267786,428.1007315,564.5422427,409.0400237,257.8489311,283.3586908,290.631996,249.729232,266.1964334,271.5895324,401.8388824,318.6838419,311.7322928,202.2492186
116,305.1532581,305.1532581,305.1532581,305.1532581,305.1532581,305.1532581,305.1532581,295.5151676,291.7702726,286.9091647,288.6901107,284.6690214,283.8199726,280.9479993,281.7113944,277.8334512,277.3050188,276.785183,274.5728487,274.4208743,270.4744613,270.6480928,271.7876702,271.2667025,271.0123338,271.4618729,334.0134274,335.6476885,286.8181552,284.2807466,290.3474317,289.8547293,297.1111754,293.0708726,294.1078558,306.9880176,314.2994708,314.3472076,322.6708625,320.4742969,319.7828937,324.4704531,313.0012743,320.8717986,325.2644547,326.0933526,314.0463175,306.5281602,291.3963412,282.148425,306.7848503,299.9294475,277.9098976,272.578603,279.7766282,261.4423781,261.2215545,288.1284148,267.6705844,294.7950684,310.3521455,334.7686479,377.1586481,383.0515034,379.1295157,363.9703735,326.9538628,407.6476573,346.4173517,348.1810095,349.8947046,346.0309598,393.6851498,396.9205455,402.5635268,339.4557888,376.9045687,392.031966,405.957142,313.7492509,360.1856613,363.6580487,379.5972288,254.9952805,317.2609223,326.3769414,382.4818235,280.5988402,278.9802669,246.3883291,320.6295479,257.8701934,251.2325206,271.4673599,190.4527324,196.8027361,229.3267983,214.8067777,199.1014508,170.8476656
117,302.4116699,302.4116699,302.4116699,302.4116699,302.4116699,302.4116699,291.8657384,287.6237135,285.7865939,285.5170836,281.7241761,280.9872142,277.2020208,277.5050904,273.7135441,274.7875638,273.309059,270.9040527,271.100843,270.5459323,267.9651197,268.3565838,268.6416464,268.7176603,329.3315392,333.4851377,266.1312049,274.4336457,278.9787186,277.4993573,295.0901139,284.3658037,296.6799046,297.378845,306.3114824,336.9029561,313.0611116,324.7873593,309.1127691,337.1438641,333.2129928,329.4721824,316.3732704,317.6498441,316.6192457,307.8065577,305.3482028,315.1351315,280.2036813,275.4308652,282.3817396,286.4682497,290.0481904,293.468637,302.2769982,333.5238835,319.8085539,277.6976714,277.1396316,302.9533551,289.5838903,284.8355061,352.2694539,351.3712395,364.9426779,397.8796495,377.8050443,402.6913178,421.0505146,375.4247953,324.1892122,377.8872695,356.6065932,439.4738135,425.4280031,408.5682878,392.8245239,395.8490045,376.0580953,394.0560629,375.9870324,399.5506575,400.8917922,350.1119576,366.8511561,427.3033873,347.7929035,285.604008,305.9411914,280.3637865,288.6205677,295.7780947,326.183473,258.0639396,231.4812786,256.2934697,289.1376929,230.654497,216.0682083,183.2758867
118,302.1557251,302.1557251,302.1557251,302.1557251,302.1557251,302.1557251,291.5017419,287.2249755,284.7235811,283.5491542,280.4685693,280.5027125,276.5279219,276.8416824,272.4188412,273.510318,272.4005431,270.0673657,270.006396,268.4328168,266.9342005,267.4132147,267.8919728,267.0654049,328.6198426,331.5774746,264.8711449,271.9556644,266.0634004,272.9275531,285.2981808,293.229611,305.549617,302.4943121,335.2261259,315.8410616,307.4460164,338.1655376,340.5486772,330.8271803,327.2182185,323.8687614,290.6576524,307.9243576,309.8999243,318.8538639,322.2276452,318.3284892,279.34035,282.8817058,303.6910118,279.1260793,301.1047924,313.4836914,286.0051269,295.6230704,321.6749462,293.1963903,334.8367551,302.430506,291.6435786,350.5935608,357.6310245,376.4512691,397.1680926,381.6028359,379.8870373,392.9013345,417.365901,363.7146224,326.2006458,410.1571432,399.7171528,409.1425033,441.4210086,363.2296087,333.8610403,366.6872422,366.6114485,347.1612994,388.4398779,371.183346,340.6385435,313.4445139,310.3889245,268.0527287,296.64916,291.3165331,328.4084039,377.5528288,279.893014,244.2736221,268.9323057,248.1548463,253.6439358,225.2215753,269.2381679,308.4016845,194.3864931,177.2678056
119,298.9046735,298.9046735,298.9046735,298.9046735,298.9046735,298.9046735,298.9046735,285.1928165,283.7571177,278.4941436,278.5562422,274.8495111,273.4378211,270.9105951,270.4984165,269.6251759,266.0934711,266.8253411,266.2731449,263.1010696,262.992653,261.8962527,263.0772828,263.4352655,263.648055,263.3354237,331.4765555,259.7055883,273.0599526,272.7219135,285.6120558,295.099168,291.8206838,284.5860807,295.1046,310.4426425,338.3699726,334.1846764,344.0651196,316.2815346,321.6678903,323.5779478,316.438669,307.0424318,307.1588318,304.6763634,313.0880326,302.1138559,268.5968633,279.1826507,287.7652603,277.1323409,313.2217716,319.508594,285.2058635,309.0680989,306.4846083,311.1910663,308.7485403,272.1178258,291.2568239,341.3076175,357.2281082,356.5815037,360.4779239,358.6480733,453.0554002,452.6278614,429.6166163,404.517672,318.0056782,301.1102102,338.2144461,350.3973154,412.8558717,325.9081259,326.831927,381.403317,379.7199897,330.2988902,382.758275,344.5029063,371.7441609,325.0583561,337.8575014,339.1586675,339.5219963,335.2416439,585.4992605,394.0416357,288.1258737,306.4957657,287.7137644,298.2528711,301.6733464,250.494584,280.6841781,214.9565773,190.7473314,170.728673
120,298.6707039,298.6707039,298.6707039,298.6707039,298.6707039,298.6707039,287.0151432,282.5093731,280.1654333,277.6043561,277.4523592,273.4166627,273.1873723,269.4923688,268.7403446,268.4256337,265.3358747,265.3525397,264.5598424,262.0237277,263.0894578,261.6383471,262.4938301,262.46328,333.9990647,331.9537711,256.0328256,267.3411839,284.0632095,270.3070878,294.1702329,289.7041111,285.7206283,287.0477108,299.569003,304.9451172,323.9147025,325.7977092,321.941105,313.9075205,322.9937958,325.760228,296.6199461,305.6422042,310.994114,310.0913299,295.4949143,295.089894,275.3408277,285.7820141,284.133979,273.9883336,308.5813266,311.1844244,288.9286703,301.1596611,329.7585568,305.4184599,286.3284297,283.4459162,282.1783059,327.8577845,342.6046911,354.8945693,381.3189161,420.6711037,441.1748308,399.5850287,425.1762183,371.3871768,355.8906378,323.6574243,353.7168563,365.3046766,439.1567777,391.0218722,416.7676228,381.4999626,402.8467112,405.1413466,304.0416015,221.428612,342.2195645,270.1846763,306.3012827,287.901263,345.5824734,357.4790558,542.8268843,255.2108711,308.8757547,271.4744779,248.3711985,331.8514803,303.4765326,295.0563073,269.5238554,200.9200285,235.4293266,229.5886766
121,296.8133468,296.8133468,296.8133468,296.8133468,296.8133468,296.8133468,296.8133468,282.3754979,278.9443438,276.1912114,274.0063099,273.5709118,268.2928091,268.8992019,267.5528129,263.9938548,264.1442548,262.2810196,263.4011982,260.9318866,259.4946775,259.9302949,260.103931,260.4532719,260.4706421,260.0827699,336.3751322,326.0748538,333.6878297,276.0856847,258.4298053,273.4991473,281.0926539,304.9670287,289.3127599,285.0621921,306.4011429,284.5115621,272.8090069,319.6657418,331.8187498,324.9602781,324.5264554,317.5451214,313.7147778,310.0583383,306.7612102,294.5164025,281.4151851,291.2549461,280.610453,268.9678792,296.0381868,288.2016709,317.2955069,311.6289748,315.7866272,278.2845208,270.5795337,317.8810888,359.4332618,321.9364261,335.9423628,358.553767,356.965152,439.6265669,416.7913158,428.3268371,405.3310729,375.0180647,326.8579425,361.7142198,374.4527395,449.5098768,467.1644173,430.4913877,403.4505359,345.7860763,344.5835865,374.6176239,314.9696073,275.8700721,408.3680046,429.5809569,426.4883358,448.3753741,506.1663682,429.0365296,478.9171729,357.7111826,322.9985196,242.4071677,268.3200392,341.2692595,360.4933128,337.0375474,253.3435546,212.1862155,259.5549682,172.5357295
